Unnamed: 0,sn_id
1050,ZTF25abeclqx
1051,ZTF22aaafgdl
1052,ZTF23aaccacy
1053,ZTF21aclyyfm
1054,ZTF22aakcvbr
1055,ZTF25abxofvp
1056,ZTF24abhzmca
1057,ZTF24aaxplkc
1058,ZTF22aarbard
1059,ZTF23aaiwwgd
1060,ZTF22abmolve
1061,ZTF24abwsvdz
1062,ZTF22aabhtsw
1063,ZTF24abuunge
1064,ZTF23aaojbdj
1065,ZTF22abamnmb
1066,ZTF24abbwkci
1067,ZTF23abjwegr
1068,ZTF22aaeyltx
1069,ZTF23aajazzl
1070,ZTF23aaeljse
1071,ZTF23aatcips
1072,ZTF25aceglik
1073,ZTF22aafoqrd
1074,ZTF22aaefjef
1075,ZTF22aagngsy
1076,ZTF25abhibmk
1077,ZTF25abwigqz
1078,ZTF25aceragi
1079,ZTF26aaafzwp
1080,ZTF22aapazga
1081,ZTF23aacbziz
1082,ZTF22aauuihf
1083,ZTF24abmnskt
1084,ZTF24abakgyn
1085,ZTF22abjhwce
1086,ZTF23aaamjwv
1087,ZTF22abhvfio
1088,ZTF24aaejwkz
1089,ZTF22aadnqsf
1090,ZTF24aaiaaxr
1091,ZTF22aawzgcx
1092,ZTF23aaavxqu
1093,ZTF22abqqvlp
1094,ZTF23aaubdrz
1095,ZTF23aboqduo
1096,ZTF23abivuzt
1097,ZTF23abjuygh
1098,ZTF22aapthgs
1099,ZTF25acelxfd
1100,ZTF22aajrefe
1101,ZTF23aajfere
1102,ZTF22aaxtias
1103,ZTF22aaptcfi
1104,ZTF24aaxmalj
1105,ZTF25aawkwo
1106,ZTF23aapvvky
1107,ZTF22aaaokni
1108,ZTF22aaolmwr
1109,ZTF25aadnsyh
1110,ZTF23aadvpwt
1111,ZTF23aafwykt
1112,ZTF25abhzirb
1113,ZTF24aaguphd
1114,ZTF25abibtdm
1115,ZTF22abpzyzz
1116,ZTF24aauhawc
1117,ZTF23abqbtam
1118,ZTF26aabqylt
1119,ZTF24abnpqkp
1120,ZTF25abhrbjt
1121,ZTF25abjqeok
1122,ZTF24abtuxkj
1123,ZTF22abtdoxf
1124,ZTF24aajdqbw
1125,ZTF22aapocsp
1126,ZTF25acegmcy
1127,ZTF24aasokij
1128,ZTF22aadglpe
1129,ZTF24aaxwnpx
1130,ZTF25aaizniw
1131,ZTF23aawqgsl
1132,ZTF22aajryew
1133,ZTF25aajcusp
1134,ZTF22aauxzqe
1135,ZTF22aaiisw
1136,ZTF23aaakcxv
1137,ZTF23aaeyugg
1138,ZTF25abzrimy
1139,ZTF24aasktmr
1140,ZTF23aakcegp
1141,ZTF25acekiok
1142,ZTF22abtspsw
1143,ZTF25acaypug
1144,ZTF23aaqxjta
1145,ZTF22aaqpwef
1146,ZTF23aarjxfj
1147,ZTF24absmsee
1148,ZTF22aahmbwn
1149,ZTF23aavolri
1150,ZTF23aawokan
1151,ZTF24aaijpbj
1152,ZTF22abbkxor
1153,ZTF25abuvlkk
1154,ZTF23aamnoga
1155,ZTF25abbgziu
1156,ZTF24abracvj
1157,ZTF22aaafjir
1158,ZTF23abascqa
1159,ZTF23abanqhu
1160,ZTF25abuhvvs
1161,ZTF23abvtzdz
1162,ZTF22abyiisu
1163,ZTF23aaoygit
1164,ZTF23aahvmpq
1165,ZTF24aaqjfiw
1166,ZTF23aaaairl
1167,ZTF23abepswe
1168,ZTF22aafqamd
1169,ZTF22abzaduz
1170,ZTF22aadewot
1171,ZTF22aaknvcz
1172,ZTF25aaafbbk
1173,ZTF22aahhrks
1174,ZTF23abkutgg
1175,ZTF23aaeinqq
1176,ZTF22aboapcj
1177,ZTF22aauurbv
1178,ZTF23aaeuaci
1179,ZTF22aanjyae
1180,ZTF23aboemfi
1181,ZTF23aabrmuq
1182,ZTF22aajhjbd
1183,ZTF22aamiomf
1184,ZTF23aamxekn
1185,ZTF22abmnqvl
1186,ZTF22abnujbv
1187,ZTF22
1188,ZTF24aabmclj
1189,ZTF22abilejl
1190,ZTF22aaayghr
1191,ZTF22aapscub
1192,ZTF22abvebdc
1193,ZTF23aaelkos
1194,ZTF24aahgqwk
1195,ZTF23aaxfkcd
1196,ZTF22aaemhwl
1197,ZTF23aasqksb
1198,ZTF22abmjdfo
1199,ZTF23aaekebt
1200,ZTF23aaqdwrp
1201,ZTF24abxylal
1202,ZTF24ablkziv
1203,ZTF23aadtfgp
1204,ZTF22aajhlaj
1205,ZTF24aavhdqy
1206,ZTF23aaxyawz
1207,ZTF23aaguymg
1208,ZTF25abwwabv
1209,ZTF25aajoapm
1210,ZTF25aauvber
1211,ZTF24ablroer
1212,ZTF23aahnabd
1213,ZTF24abbgxys
1214,ZTF24aaupnbu
1215,ZTF22abmchcy
1216,ZTF22abkhrkd
1217,ZTF22aacagjm
1218,ZTF25acakolm
1219,ZTF23abivaby
1220,ZTF23aablgzj
1221,ZTF23aakprat
1222,ZTF24aauponi
1223,ZTF25aazxxqi
1224,ZTF25abmpnjy
1225,ZTF23abhsfef
1226,ZTF22abblogu
1227,ZTF23aboejiq
1228,ZTF24aakaiqs
1229,ZTF22abhfwmr
1230,ZTF22abunjts
1231,ZTF22abyodaq
1232,ZTF23aaahmyn
1233,ZTF22aajezaq
1234,ZTF25aaaywoo
1235,ZTF23aailjjs
1236,ZTF25aacbsyi
1237,ZTF22aamjqvc
1238,ZTF22abyuoan
1239,ZTF25aafecyz
1240,ZTF25abwqbxp
1241,ZTF24abgqgdy
1242,ZTF23aaajyqz
1243,ZTF23aaxadel
1244,ZTF25abkexpf
1245,ZTF23aacggqz
1246,ZTF24aasntvs
1247,ZTF25acehxgd
1248,ZTF23aawzvkx
1249,ZTF22aaerfpk
1250,ZTF24abrhrgp
1251,ZTF26aaakhoc
1252,ZTF23abozxbp
1253,ZTF22abhodtl
1254,ZTF25abzqhgf
1255,ZTF23aanuykc
1256,ZTF24aaqzpcv
1257,ZTF22abkmguc
1258,ZTF23aaahusn
1259,ZTF22aambnsg
1260,ZTF23aawzkht
1261,ZTF23aapbsmr
1262,ZTF25aaxsnkv
1263,ZTF22aaljyqw
1264,ZTF22aaidgtb
1265,ZTF25abceqol
1266,ZTF24aajxobf
1267,ZTF23aaaasoh
1268,ZTF22absdier
1269,ZTF23aaxbpyz
1270,ZTF23abcglga
1271,ZTF23aaabhgg
1272,ZTF23aaqjuux
1273,ZTF23abkbzoo
1274,ZTF23aabutvv
1275,ZTF25abfxfxl
1276,ZTF23abnlexe
1277,ZTF22aazuvzp
1278,ZTF24aalcfes
1279,ZTF22abnrgno
1280,ZTF22aajhkvu
1281,ZTF22abvhiip
1282,ZTF22abaegxq
1283,ZTF25aafuniu
1284,ZTF23aafggjj
1285,ZTF22abaxqlk
1286,ZTF23aaurhgm
1287,ZTF25acehskf
1288,ZTF22aaaiuhz
1289,ZTF23abmwsrw
1290,ZTF22aaskqqq
1291,ZTF25aadnxae
1292,ZTF24aavzrue
1293,ZTF24aawklme
1294,ZTF22aabwrov
1295,ZTF25aahmdjb
1296,ZTF25aafsvgy
1297,ZTF23aasgcfy
1298,ZTF22aalpfln
1299,ZTF24abhbvwm
1300,ZTF24aaymkrs
1301,ZTF25abimhko
1302,ZTF22absselw
1303,ZTF22aasfzzf
1304,ZTF24aaujiap
1305,ZTF22aatfjcy
1306,ZTF24abzsvbq
1307,ZTF25abghglc
1308,ZTF25aceevwg
1309,ZTF23aansctq
1310,AT2021lwx
1311,ATau
1312,AT2024aeck
1313,AT2021lwx
1314,AT2024wpp
1315,AT2024iss
1316,AT2024iss
